UNITID,E2011
215798,2041
215798,1754
215798,287
215813,75
215813,75
215886,238
215886,238
215929,6858
215929,4311
215929,2547
215947,3126
215947,2546
215947,580
215965,95
215965,95
215974,451
215974,451
215983,43
215983,43
215992,504
215992,504
216010,9379
216010,7671
216010,1708
216038,10309
216038,9095
216038,1214
216047,270
216047,141
216047,129
216074,108
216074,108
216083,975
216083,975
216162,244
216162,244
216223,63
216223,63
216278,2456
216278,2456
216287,1563
216287,1563
216296,967
216296,967
216311,116
216311,116
216339,42688
216339,31273
216339,11415
216357,1151
216357,1151
216366,3901
216366,1167
216366,2734
216418,2823
216418,2823
216427,281
216427,281
216436,520
216436,520
216445,429
216445,429
216454,516
216454,516
216463,183
216463,183
216524,1809
216524,1809
216542,1376
216542,1321
216542,55
216551,341
216551,341
216579,157
216579,157
216597,12136
216597,7862
216597,4274
216630,191
216630,191
216649,38
216649,38
216667,1512
216667,1512
216694,2972
216694,1905
216694,1067
216746,132
216746,132
216764,17551
216764,14030
216764,3521
216773,110
216773,110
216782,1643
216782,1643
216807,1690
216807,1583
216807,107
216816,661
216816,661
216825,11583
216825,11583
216852,5532
216852,3562
216852,1970
216931,9314
216931,2445
216931,6869
216986,176
216986,176
217013,977
217013,916
217013,61
217040,75
217040,75
217059,6233
217059,5895
217059,338
217077,3259
217077,3259
217086,400
217086,400
217095,312
217095,312
217156,9276
217156,6850
217156,2426
217165,3816
217165,3413
217165,403
217235,12399
217235,10660
217235,1739
217244,1007
217244,1007
217305,4517
217305,4476
217305,41
217323,344
217323,344
217350,87
217350,87
217402,5745
217402,4756
217402,989
217420,10939
217420,8952
217420,1987
217475,24411
217475,24411
217484,19185
217484,15249
217484,3936
217493,2486
217493,2040
217493,446
217518,5086
217518,4661
217518,425
217536,2860
217536,2054
217536,806
217545,1402
217545,1402
217572,125
217572,125
217581,239
217581,239
217606,342
217606,342
217615,4330
217615,4330
217624,905
217624,905
217633,2746
217633,2493
217633,253
217688,4688
217688,3762
217688,926
217712,3946
217712,3946
217721,3508
217721,3508
217749,4385
217749,3477
217749,908
217776,2701
217776,1778
217776,923
217794,233
217794,233
217819,14545
217819,11011
217819,3534
217828,98
217828,98
217837,1708
217837,1708
217864,3909
217864,2682
217864,1227
217873,2077
217873,1980
217873,97
217882,22338
217882,16906
217882,5432
217891,174
217891,174
217907,1299
217907,1299
217925,1520
217925,701
217925,819
217934,1608
217934,1315
217934,293
217961,3944
217961,754
217961,3190
217989,1405
217989,1405
217998,949
217998,630
217998,319
218025,7997
218025,7997
218043,121
218043,121
218061,4711
218061,4178
218061,533
218070,3177
218070,2863
218070,314
218089,282
218089,247
218089,35
218113,20293
218113,20293
218140,10305
218140,10305
218159,109
218159,109
218195,239
218195,239
218229,3671
218229,3402
218229,269
218238,3881
218238,3881
218265,166
218265,166
218335,3001
218335,292
218335,2709
218353,17355
218353,17355
218399,1229
218399,1229
218414,1199
218414,1199
218441,2620
218441,2351
218441,269
218487,4348
218487,4348
218520,8156
218520,8156
218539,1321
218539,1243
218539,78
218645,3715
218645,3577
218645,138
218654,2161
218654,2161
218663,33503
218663,23379
218663,10124
218672,2006
218672,2006
218681,1507
218681,1507
218690,1493
218690,1493
218706,784
218706,784
218724,10148
218724,9009
218724,1139
218733,5068
218733,4353
218733,715
218742,6689
218742,6384
218742,305
218751,274
218751,274
218821,858
218821,858
218830,8259
218830,8259
218858,6005
218858,6005
218867,72
218867,72
218885,9252
218885,9252
218894,22883
218894,22883
218919,854
218919,854
218955,1067
218955,1067
218964,7221
218964,5479
218964,1742
218973,1551
218973,1551
218991,8643
218991,8643
219000,1941
219000,1895
219000,46
219037,204
219037,204
219046,6830
219046,5403
219046,1427
219055,649
219055,649
219082,4913
219082,4355
219082,558
219091,953
219091,855
219091,98
219125,173
219125,173
219143,1638
219143,1638
219170,17
219170,17
219189,1237
219189,1237
219198,1513
219198,1380
219198,133
219204,3542
219204,2911
219204,631
219213,1315
219213,1315
219240,174
219240,174
219259,3893
219259,3092
219259,801
219277,2602
219277,2349
219277,253
219295,810
219295,810
219338,17
219338,17
219347,2721
219347,2339
219347,382
219356,15051
219356,12997
219356,2054
219374,1634
219374,1467
219374,167
219383,2109
219383,1526
219383,583
219392,28
219392,28
219408,371
219408,371
219426,3069
219426,3069
219453,227
219453,227
219471,12973
219471,9127
219471,3846
219480,1563
219480,1563
219505,91
219505,85
219505,6
219578,863
219578,863
219587,115
219587,115
219596,472
219596,472
219602,12534
219602,11343
219602,1191
219639,1152
219639,1152
219709,6543
219709,5076
219709,1467
219718,5836
219718,4162
219718,1674
219790,1948
219790,1780
219790,168
219806,2303
219806,1927
219806,376
219824,13549
219824,13549
219833,2194
219833,1512
219833,682
219842,267
219842,267
219879,4944
219879,4944
219888,7537
219888,7537
219903,1133
219903,1133
219921,403
219921,403
219949,1598
219949,1256
219949,342
219976,4546
219976,3090
219976,1456
219994,1059
219994,1059
220002,1027
220002,1027
220057,4753
220057,4753
220075,17091
220075,13752
220075,3339
220118,736
220118,736
220127,917
220127,917
220136,155
220136,155
220163,132
220163,132
220181,629
220181,559
220181,70
220206,315
220206,315
220215,2290
220215,1593
220215,697
220251,593
220251,593
220279,875
220279,875
220312,184
220312,184
220321,1012
220321,1012
220394,372
220394,372
220400,7412
220400,7412
220464,150
220464,150
220473,889
220473,727
220473,162
220491,499
220491,499
220516,2345
220516,2013
220516,332
220552,1551
220552,1339
220552,212
220570,84
220570,84
220598,2371
220598,2371
220604,1340
220604,1340
220613,4913
220613,4359
220613,554
220631,5618
220631,1989
220631,3629
220640,834
220640,834
220701,1244
220701,1244
220710,1117
220710,1117
220756,379
220756,379
220765,693
220765,693
220792,801
220792,801
220808,486
220808,399
220808,87
220853,1448
220853,1448
220862,26312
220862,20299
220862,6013
220871,323
220871,323
220941,1019
220941,940
220941,79
220978,31269
220978,27196
220978,4073
220996,211
220996,211
221014,1269
221014,959
221014,310
221050,1365
221050,1365
221096,6878
221096,6878
221102,613
221102,613
221148,3582
221148,3582
221157,368
221157,368
221184,14305
221184,14305
221236,425
221236,425
221254,207
221254,207
221281,551
221281,551
221290,263
221290,263
221333,702
221333,702
221351,1816
221351,1798
221351,18
221388,250
221388,250
221397,8900
221397,8900
221430,458
221430,458
221485,19989
221485,19989
221494,821
221494,821
221519,1761
221519,1546
221519,215
221582,761
221582,761
221591,811
221591,811
221607,371
221607,371
221616,749
221616,749
221625,1369
221625,1369
221634,277
221634,277
221643,15585
221643,15585
221661,3512
221661,2925
221661,587
221670,487
221670,487
221731,1206
221731,1206
221740,12015
221740,10106
221740,1909
221759,32981
221759,23168
221759,9813
221768,9865
221768,9118
221768,747
221795,237
221795,237
221829,431
221829,431
221838,10416
221838,7816
221838,2600
221847,12981
221847,10352
221847,2629
221856,1325
221856,1003
221856,322
221892,3106
221892,1631
221892,1475
221908,8785
221908,8785
221953,2512
221953,2241
221953,271
221971,5195
221971,3485
221971,1710
221980,109
221980,109
221999,13500
221999,7000
221999,6500
222026,160
222026,160
222053,12351
222053,12351
222062,9093
222062,9093
222099,649
222099,649
222105,178
222105,178
222178,5120
222178,3963
222178,1157
222567,8787
222567,8787
222576,15823
222576,15823
222628,2392
222628,544
222628,1848
222673,344
222673,344
222682,437
222682,437
222691,410
222691,410
222707,252
222707,252
222761,1916
222761,1916
222822,8020
222822,8020
222831,7996
222831,6781
222831,1215
222877,266
222877,245
222877,21
222886,325
222886,325
222938,3379
222938,3379
222983,1338
222983,1317
222983,21
222992,77953
222992,77953
223001,183
223001,183
223056,128
223056,128
223083,556
223083,556
223117,134
223117,58
223117,76
223214,2115
223214,251
223214,1864
223223,1489
223223,1489
223232,16083
223232,13217
223232,2866
223320,6203
223320,6203
223427,25552
223427,25552
223463,2110
223463,2110
223472,414
223472,414
223506,6528
223506,6528
223524,24479
223524,24479
223658,393
223658,393
223667,33
223667,33
223773,11673
223773,11673
223816,48781
223816,48781
223852,53
223852,53
223898,6591
223898,6591
223922,2061
223922,2061
224004,3240
224004,1536
224004,1704
224013,89
224013,89
224110,14381
224110,14381
224147,11785
224147,9366
224147,2419
224156,460
224156,460
224183,1130
224183,1130
224226,6931
224226,4505
224226,2426
224244,403
224244,387
224244,16
224271,216
224271,216
224305,2490
224305,2490
224323,3270
224323,1403
224323,1867
224350,17098
224350,17098
224402,7434
224402,7434
224439,3124
224439,3124
224527,1273
224527,1273
224545,2510
224545,1575
224545,935
224554,13264
224554,7222
224554,6042
224572,23435
224572,23435
224615,19312
224615,19312
224642,41768
224642,41768
224660,894
224660,894
224679,1470
224679,1470
224712,141
224712,141
224758,117
224758,117
224776,2892
224776,2892
224828,276
224828,276
224891,1598
224891,1598
224907,170
224907,170
224961,3594
224961,3594
225070,7282
225070,7282
225201,1265
225201,1265
225247,2643
225247,2114
225247,529
225308,11851
225308,11851
225371,6371
225371,6371
225399,2954
225399,2462
225399,492
225414,10338
225414,6082
225414,4256
225423,92869
225423,92869
225432,16341
225432,16154
225432,187
225502,5286
225502,2918
225502,2368
225511,45001
225511,35757
225511,9244
225520,6199
225520,6199
225548,1431
225548,1404
225548,27
225575,1059
225575,988
225575,71
225627,9153
225627,6884
225627,2269
225779,464
225779,464
225788,358
225788,358
225849,1489
225849,1489
225858,1146
225858,1146
225876,562
225876,562
225885,570
225885,570
225991,313
225991,313
226019,9091
226019,9091
226091,18537
226091,11472
226091,7065
226107,3543
226107,3543
226116,3770
226116,3770
226125,224
226125,224
226134,13824
226134,13824
226152,8287
226152,6951
226152,1336
226204,9943
226204,9943
226231,4458
226231,3901
226231,557
226277,3326
226277,3326
226329,1260
226329,1260
226374,84
226374,84
226383,2592
226383,2019
226383,573
226408,6235
226408,6235
226471,3302
226471,2888
226471,414
226578,14610
226578,14610
226587,1812
226587,1812
226675,380
226675,380
226772,162
226772,162
226806,11695
226806,11695
226833,7608
226833,6705
226833,903
226860,106
226860,106
226879,395
226879,395
226903,591
226903,591
226930,15107
226930,15107
227003,1705
227003,1705
227058,110
227058,110
227146,15272
227146,15272
227155,101
227155,101
227182,86966
227182,86966
227191,20817
227191,20817
227216,44140
227216,33914
227216,10226
227225,4418
227225,4418
227243,912
227243,829
227243,83
227289,191
227289,191
227298,739
227298,739
227304,7551
227304,7551
227313,488
227313,488
227322,530
227322,530
227331,2963
227331,1702
227331,1261
227368,23023
227368,19011
227368,4012
227377,18970
227377,17743
227377,1227
227386,3265
227386,3265
227401,8505
227401,8505
227429,272
227429,272
227526,9946
227526,7647
227526,2299
227687,2309
227687,2309
227748,308
227748,308
227757,6503
227757,3768
227757,2735
227766,34627
227766,34627
227836,1460
227836,1460
227845,6109
227845,4909
227845,1200
227854,14847
227854,14847
227863,4430
227863,1800
227863,2630
227881,19710
227881,16226
227881,3484
227924,36718
227924,36718
227979,41792
227979,41792
228042,1263
228042,1205
228042,58
228088,90
228088,90
228149,4475
228149,2574
228149,1901
228158,14094
228158,14094
228185,69
228185,69
228194,1399
228194,1399
228200,1581
228200,1581
228219,2440
228219,2440
228246,12513
228246,6842
228246,5671
228282,523
228282,523
228291,43
228291,43
228316,8196
228316,8196
228325,2375
228325,1919
228325,456
228343,1423
228343,1423
228431,14939
228431,12670
228431,2269
228459,36743
228459,30338
228459,6405
228468,1111
228468,998
228468,113
228486,256
228486,256
228501,4062
228501,2772
228501,1290
228529,13690
228529,10889
228529,2801
228547,74833
228547,74833
228608,8593
228608,8593
228635,3078
228635,86
228635,2992
228644,3811
228644,1239
228644,2572
228653,3033
228653,785
228653,2248
228680,6754
228680,6754
228699,6226
228699,6226
228705,11927
228705,9084
228705,2843
228714,2147
228714,2053
228714,94
228723,51417
228723,40345
228723,11072
228769,45533
228769,34004
228769,11529
228778,55620
228778,41616
228778,14004
228787,20000
228787,12106
228787,7894
228796,26232
228796,21200
228796,5032
228802,7816
228802,5845
228802,1971
228866,349
228866,349
228875,9771
228875,8321
228875,1450
228884,1081
228884,1031
228884,50
228909,1912
228909,1912
228981,1418
228981,1418
229018,5170
229018,3851
229018,1319
229027,35098
229027,29544
229027,5554
229036,936
229036,936
229063,11063
229063,8035
229063,3028
229115,35105
229115,27514
229115,7591
229151,223
229151,223
229160,3768
229160,2071
229160,1697
229179,17458
229179,9077
229179,8381
229267,2665
229267,2419
229267,246
229300,5124
229300,671
229300,4453
229319,8102
229319,8102
229328,2409
229328,2409
229337,4797
229337,1569
229337,3228
229355,15806
229355,15806
229416,3728
229416,3728
229425,699
229425,699
229504,8655
229504,8655
229522,153
229522,153
229540,5975
229540,5975
229638,136
229638,136
229780,10677
229780,8070
229780,2607
229799,8153
229799,8153
229814,9232
229814,7243
229814,1989
229832,4427
229832,4427
229841,10535
229841,10535
229887,1560
229887,1523
229887,37
229957,129
229957,129
230010,1473
230010,1473
230038,40203
230038,36069
230038,4134
230047,3678
230047,3678
230056,991
230056,989
230056,2
230065,449
230065,449
230092,3515
230092,3515
230135,85
230135,85
230144,81
230144,81
230162,8460
230162,8460
230171,11387
230171,11387
230199,89
230199,89
230205,50
230205,50
230214,492
230214,492
230223,99
230223,99
230366,795
230366,795
230384,1451
230384,1451
230418,2463
230418,2463
230472,864
230472,864
230490,4960
230490,4960
230597,5335
230597,5335
230603,13150
230603,11688
230603,1462
230621,1374
230621,1364
230621,10
230630,739
230630,739
230676,1036
230676,1036
230728,33517
230728,27528
230728,5989
230737,40697
230737,40596
230737,101
230746,50643
230746,50643
230764,37046
230764,29012
230764,8034
230782,31546
230782,30709
230782,837
230807,3829
230807,2685
230807,1144
230816,865
230816,693
230816,172
230825,244
230825,244
230834,3104
230834,2305
230834,799
230852,3386
230852,3007
230852,379
230861,11395
230861,11395
230889,998
230889,352
230889,646
230898,847
230898,758
230898,89
230913,2442
230913,1997
230913,445
230931,1764
230931,1532
230931,232
230940,326
230940,326
230959,4560
230959,3774
230959,786
230977,780
230977,780
230995,4123
230995,2396
230995,1727
231004,78
231004,78
231059,3466
231059,2117
231059,1349
231068,606
231068,606
231077,536
231077,292
231077,244
231086,543
231086,543
231095,140
231095,140
231147,815
231147,815
231165,1966
231165,1966
231174,15923
231174,13752
231174,2171
231280,162
231280,162
231411,1599
231411,1599
231420,971
231420,925
231420,46
231536,6984
231536,6984
231554,816
231554,816
231581,1737
231581,1737
231624,9117
231624,6425
231624,2692
231651,6320
231651,2548
231651,3772
231688,51
231688,51
231697,7957
231697,7957
231712,5139
231712,4889
231712,250
231721,109
231721,109
231785,1369
231785,1369
231828,1632
231828,1632
231837,1200
231837,1000
231837,200
231873,2178
231873,2178
231882,6741
231882,6741
231970,884
231970,884
232016,3544
232016,3544
232025,1055
232025,993
232025,62
232043,2265
232043,1270
232043,995
232052,1461
232052,1461
232089,1544
232089,1544
232186,45933
232186,29280
232186,16653
232195,10569
232195,10569
232256,1097
232256,1097
232265,6206
232265,5187
232265,1019
232308,1277
232308,827
232308,450
232414,19620
232414,19620
232423,22093
232423,19492
232423,2601
232450,14522
232450,14522
232502,1034
232502,1034
232557,77778
232557,46923
232557,30855
232566,5610
232566,4345
232566,1265
232575,9511
232575,9511
232593,30
232593,30
232609,3185
232609,2404
232609,781
232618,275
232618,275
232672,2075
232672,1730
232672,345
232681,6049
232681,4870
232681,1179
232706,4146
232706,2595
232706,1551
232724,108
232724,108
232788,4442
232788,4442
232797,7679
232797,7634
232797,45
232867,8014
232867,8014
232885,586
232885,586
232919,642
232919,642
232937,8015
232937,7000
232937,1015
232946,75490
232946,75490
232982,29176
232982,21409
232982,7767
233019,4744
233019,4744
233037,2558
233037,2558
233082,198
233082,198
233091,926
233091,926
233116,7817
233116,7817
233277,9868
233277,8406
233277,1462
233286,79
233286,79
233295,1253
233295,1253
233301,572
233301,563
233301,9
233310,5045
233310,5045
233329,734
233329,734
233338,2113
233338,2113
233356,295
233356,295
233374,5500
233374,4112
233374,1388
233408,421
233408,421
233426,2212
233426,2212
233480,58
233480,58
233499,602
233499,602
233541,5917
233541,2718
233541,3199
233611,825
233611,825
233639,9439
233639,9439
233648,5352
233648,5352
233657,133
233657,133
233666,74
233666,74
233684,19565
233684,14137
233684,5428
233718,855
233718,823
233718,32
233754,16306
233754,16306
233772,46066
233772,46066
233842,294
233842,294
233897,2419
233897,2419
233903,3863
233903,3863
233912,639
233912,639
233921,33248
233921,24719
233921,8529
233949,12844
233949,12844
234030,36401
234030,25810
234030,10591
234076,30731
234076,18758
234076,11973
234085,1691
234085,1691
234119,218
234119,218
234137,620
234137,527
234137,93
234155,6571
234155,5702
234155,869
234164,2247
234164,1794
234164,453
234173,1399
234173,1399
234191,170
234191,170
234207,2183
234207,1766
234207,417
234216,1615
234216,1615
234225,136
234225,136
234359,283
234359,283
234377,5397
234377,5397
234401,150
234401,150
234492,2897
234492,2897
234526,49
234526,49
234650,180
234650,180
234669,23059
234669,23059
234687,94
234687,94
234696,5502
234696,5502
234711,3175
234711,3175
234739,825
234739,825
234784,1534
234784,1534
234827,14011
234827,13071
234827,940
234845,6251
234845,6251
234915,3662
234915,1710
234915,1952
234924,181
234924,181
234933,20118
234933,20118
234951,12699
234951,12699
234979,9867
234979,9867
235024,849
235024,849
235088,542
235088,542
235097,15049
235097,12691
235097,2358
235103,16113
235103,16113
235149,13768
235149,13768
235158,204
235158,204
235167,5929
235167,5563
235167,366
235237,15165
235237,15165
235307,311
235307,311
235316,8756
235316,5077
235316,3679
235334,3781
235334,3781
235343,12744
235343,12744
235352,90
235352,90
235422,1471
235422,1019
235422,452
235431,10765
235431,10765
235495,256
235495,256
235501,670
235501,670
235510,1286
235510,1286
235529,799
235529,799
235547,1031
235547,242
235547,789
235583,520
235583,520
235671,9052
235671,9052
235699,7040
235699,7040
235750,6366
235750,6366
235769,181
235769,181
235954,37
235954,37
236018,115
236018,115
236027,340
236027,340
236072,11345
236072,11345
236133,1593
236133,1299
236133,294
236188,12222
236188,12222
236212,1024
236212,1024
236230,4029
236230,3534
236230,495
236258,5694
236258,5694
236328,2992
236328,2666
236328,326
236382,7289
236382,7289
236452,1974
236452,1535
236452,439
236504,9553
236504,9553
236513,12493
236513,12493
236531,544
236531,544
236577,4656
236577,3375
236577,1281
236595,8919
236595,5022
236595,3897
236610,9682
236610,9682
236638,8969
236638,8969
236656,8643
236656,8643
236692,11437
236692,11437
236708,16367
236708,16367
236744,151
236744,151
236753,15256
236753,15256
236887,8696
236887,8696
236896,2139
236896,1823
236896,316
236939,29962
236939,24659
236939,5303
236948,49554
236948,35264
236948,14290
236975,5344
236975,5344
236993,730
236993,730
237011,16778
237011,15156
237011,1622
237039,7038
237039,7038
237057,1658
237057,1658
237066,3131
237066,2449
237066,682
237109,7188
237109,7188
237118,717
237118,625
237118,92
237127,20
237127,20
237136,343
237136,331
237136,12
237145,38
237145,38
237154,8399
237154,7326
237154,1073
237172,500
237172,500
237181,1020
237181,979
237181,41
237215,2586
237215,2586
237242,242
237242,242
237303,157
237303,157
237312,1668
237312,1253
237312,415
237321,146
237321,146
237330,3520
237330,3135
237330,385
237358,922
237358,922
237367,5503
237367,5066
237367,437
237385,2181
237385,2181
237419,24
237419,24
237437,1928
237437,1928
237473,167
237473,167
237491,32
237491,32
237525,17898
237525,11429
237525,6469
237543,342
237543,342
237552,204
237552,204
237561,124
237561,124
237570,137
237570,137
237598,300
237598,300
237604,917
237604,917
237613,148
237613,148
237640,571
237640,517
237640,54
237686,5599
237686,5599
237701,2188
237701,2188
237729,294
237729,294
237783,1500
237783,936
237783,564
237792,5104
237792,4904
237792,200
237817,3131
237817,3131
237844,109
237844,109
237880,806
237880,806
237899,4034
237899,3930
237899,104
237905,56
237905,49
237905,7
237932,3125
237932,2936
237932,189
237950,1438
237950,1438
237969,1493
237969,1404
237969,89
237978,135
237978,135
237987,356
237987,356
237996,299
237996,299
238005,83
238005,83
238014,5878
238014,5878
238032,33293
238032,23918
238032,9375
238078,1616
238078,1204
238078,412
238096,30
238096,30
238166,141
238166,141
238175,213
238175,213
238193,3111
238193,2562
238193,549
238263,24550
238263,24486
238263,64
238324,405
238324,369
238324,36
238333,1428
238333,1428
238397,3997
238397,3997
238421,153
238421,153
238430,10980
238430,3860
238430,7120
238458,3975
238458,3381
238458,594
238476,3254
238476,3103
238476,151
238573,3
238573,3
238616,7991
238616,4465
238616,3526
238661,3949
238661,2260
238661,1689
238722,17609
238722,17609
238759,13983
238759,13983
238786,137
238786,137
238810,171
238810,171
238892,1927
238892,1927
238935,405
238935,405
238980,5020
238980,3852
238980,1168
239008,4815
239008,4815
239017,1601
239017,1601
239071,1072
239071,964
239071,108
239080,4063
239080,2332
239080,1731
239105,12529
239105,8409
239105,4120
239132,267
239132,267
239169,1380
239169,1380
239220,5413
239220,5413
239248,28458
239248,28458
239309,707
239309,707
239318,2850
239318,2560
239318,290
239372,12089
239372,12089
239390,2348
239390,1525
239390,823
239424,140
239424,140
239442,2198
239442,2198
239460,8331
239460,8331
239488,14910
239488,14910
239503,708
239503,589
239503,119
239512,599
239512,599
239628,1097
239628,1097
239637,118
239637,118
239716,2354
239716,2252
239716,102
239743,1291
239743,642
239743,649
239877,88
239877,88
239910,4442
239910,4442
239929,1846
239929,1846
240055,18975
240055,18975
240107,12601
240107,2556
240107,10045
240116,8481
240116,8481
240125,13881
240125,13881
240170,7675
240170,7675
240189,13452
240189,11315
240189,2137
240198,6420
240198,6420
240213,80
240213,80
240240,142
240240,142
240268,12908
240268,11894
240268,1014
240277,7926
240277,7416
240277,510
240329,11876
240329,9842
240329,2034
240338,983
240338,983
240365,15954
240365,13573
240365,2381
240374,6170
240374,5937
240374,233
240392,6630
240392,6391
240392,239
240417,11286
240417,9325
240417,1961
240426,3434
240426,3129
240426,305
240444,46756
240444,33772
240444,12984
240453,36123
240453,29596
240453,6527
240462,9249
240462,8207
240462,1042
240471,7893
240471,7048
240471,845
240480,10878
240480,10007
240480,871
240505,6035
240505,6035
240514,3541
240514,3541
240596,2158
240596,2158
240620,8056
240620,8056
240657,2817
240657,2817
240666,6306
240666,6306
240693,7120
240693,7120
240709,53
240709,53
240718,2871
240718,2871
240727,14902
240727,11474
240727,3428
240736,2744
240736,2744
240745,3574
240745,3574
240754,4427
240754,3954
240754,473
240790,1388
240790,1388
240879,811
240879,811
240985,626
240985,626
241100,1758
241100,1570
241100,188
241128,1495
241128,1414
241128,81
241146,1434
241146,1434
241182,586
241182,586
241191,1395
241191,1324
241191,71
241216,1896
241216,1794
241216,102
241225,2716
241225,2223
241225,493
241304,2189
241304,2047
241304,142
241331,1003
241331,221
241331,782
241377,2862
241377,2231
241377,631
241386,1186
241386,994
241386,192
241395,846
241395,588
241395,258
241410,9182
241410,6378
241410,2804
241517,2050
241517,2050
241614,232
241614,232
241720,2015
241720,2015
241739,15216
241739,12404
241739,2812
241766,458
241766,420
241766,38
241793,675
241793,675
241836,1522
241836,1522
241906,582
241906,582
241951,621
241951,621
242042,882
242042,882
242112,3004
242112,3004
242121,979
242121,979
242130,493
242130,493
242149,780
242149,780
242316,463
242316,463
242413,663
242413,663
242422,23411
242422,23411
242556,834
242556,834
242565,750
242565,750
242583,720
242583,720
242617,5898
242617,5019
242617,879
242626,5320
242626,4973
242626,347
242635,5902
242635,5404
242635,498
242644,2822
242644,2705
242644,117
242653,11922
242653,8376
242653,3546
242662,6918
242662,6521
242662,397
242680,2615
242680,2542
242680,73
242699,2740
242699,2647
242699,93
242705,5528
242705,5402
242705,126
242723,898
242723,898
242750,205
242750,205
242820,1428
242820,1428
242884,2210
242884,2210
242945,568
242945,568
242954,94
242954,94
242972,4011
242972,4011
242981,2291
242981,2291
243072,4538
243072,4538
243081,650
243081,650
243106,3276
243106,3276
243115,4026
243115,4026
243133,5191
243133,5191
243142,4682
243142,4682
243151,3741
243151,3741
243179,4793
243179,4793
243188,2005
243188,2005
243197,13555
243197,12430
243197,1125
243203,2407
243203,542
243203,1865
243212,3255
243212,3255
243221,18274
243221,14526
243221,3748
243346,15864
243346,14500
243346,1364
243407,20
243407,20
243416,299
243416,299
243443,7088
243443,5790
243443,1298
243498,288
243498,288
243568,525
243568,205
243568,320
243577,6218
243577,5201
243577,1017
243586,1801
243586,1640
243586,161
243601,18485
243601,15075
243601,3410
243638,5097
243638,5097
243647,922
243647,922
243665,3420
243665,3141
243665,279
243744,22026
243744,8161
243744,13865
243780,44644
243780,34267
243780,10377
243799,61
243799,61
243823,1205
243823,222
243823,983
243832,1771
243832,1665
243832,106
243841,1069
243841,1069
244011,1621
244011,1621
244154,966
244154,966
244190,1496
244190,273
244190,1223
244233,1314
244233,1314
244279,306
244279,306
244437,38015
244437,38015
244446,8061
244446,8061
244491,178
244491,178
244561,1401
244561,1401
244613,368
244613,368
245032,1012
245032,1012
245069,86
245069,86
245281,65
245281,65
245290,272
245290,272
245342,2517
245342,2517
245421,181
245421,181
245430,469
245430,469
245625,2935
245625,2935
245652,578
245652,444
245652,134
245731,43
245731,27
245731,16
245777,20
245777,16
245777,4
245838,1261
245838,263
245838,998
245847,497
245847,197
245847,300
245865,1109
245865,1109
245883,1273
245883,431
245883,842
245892,949
245892,222
245892,727
245953,1743
245953,1340
245953,403
245962,1013
245962,1013
245980,51
245980,51
245999,2680
245999,2680
246008,511
246008,511
246017,1008
246017,1008
246035,1396
246035,1396
246071,127
246071,127
246202,1030
246202,1030
246266,1425
246266,1425
246345,218
246345,218
246354,12465
246354,12465
246406,59
246406,59
246415,116
246415,116
246460,136
246460,136
246594,177
246594,177
246789,114
246789,114
246813,8321
246813,8321
246895,1472
246895,1472
246974,1304
246974,1304
247010,74
247010,74
247047,126
247047,126
247065,1657
247065,1657
247153,551
247153,551
247162,191
247162,14
247162,177
247409,379
247409,379
247603,5241
247603,5241
247649,607
247649,607
247700,1396
247700,1396
247773,98
247773,84
247773,14
247825,69
247825,33
247825,36
247834,41650
247834,41650
247922,7
247922,7
247940,9870
247940,9870
248165,42
248165,42
248192,24
248192,24
248305,360
248305,360
248314,77
248314,77
248527,72
248527,72
248606,990
248606,990
248624,134
248624,134
248633,54
248633,54
248660,99
248660,99
248703,320
248703,320
248776,2832
248776,2832
248846,385
248846,385
248882,852
248882,852
248925,1488
248925,1488
248934,18625
248934,18625
249061,83
249061,83
249140,1105
249140,1105
249238,461
249238,461
249247,1963
249247,1963
249566,425
249566,425
249609,720
249609,720
250027,464
250027,464
250072,188
250072,188
250285,502
250285,502
250407,2166
250407,2166
250498,293
250498,293
250601,1085
250601,1085
250744,995
250744,995
250832,125
250832,125
250902,118
250902,118
250920,3523
250920,3523
250993,240
250993,240
251075,914
251075,914
251251,962
251251,962
251260,7310
251260,7310
251312,2529
251312,2022
251312,507
260293,18650
260293,18375
260293,275
260336,29
260336,29
260354,209
260354,209
260363,36
260363,36
260372,767
260372,767
260664,519
260664,519
260691,2520
260691,2520
260789,603
260789,603
260813,228
260813,228
260901,91976
260901,80143
260901,11833
260910,951
260910,920
260910,31
260929,310
260929,310
260947,42
260947,42
260956,140
260956,140
260965,155
260965,155
260974,811
260974,811
260992,1673
260992,1673
261375,2064
261375,2064
261384,854
261384,854
261393,433
261393,433
261436,1040
261436,1040
261472,2291
261472,2291
261676,286
261676,286
261685,289
261685,289
261719,61
261719,61
261773,61
261773,61
261861,264
261861,264
261931,519
261931,519
262022,229
262022,229
262031,11550
262031,11550
262086,10081
262086,4659
262086,5422
262129,832
262129,832
262235,118
262235,118
262299,173
262299,173
262332,2628
262332,2628
262341,1183
262341,1183
262369,240
262369,240
262402,454
262402,454
262457,1783
262457,1783
262466,177
262466,177
262509,1008
262509,1008
262660,221
262660,221
362700,659
362700,659
362782,149
362782,149
363013,199
363013,199
363077,429
363077,429
363147,79
363147,79
363165,1724
363165,1724
363387,2342
363387,2342
363439,1067
363439,1067
363457,299
363457,299
363590,1384
363590,1384
363633,2719
363633,2719
363679,177
363679,177
363712,49
363712,49
363721,346
363721,346
