UNITID,E2011
162557,9095
162557,9095
162584,6244
162584,5385
162584,859
162609,999
162609,999
162654,3090
162654,1560
162654,1530
162681,1568
162681,1568
162690,6850
162690,6850
162706,9529
162706,9529
162760,2828
162760,1590
162760,1238
162779,12594
162779,12594
162830,85
162830,85
162928,25376
162928,6585
162928,18791
162982,288
162982,288
163028,2200
163028,2200
163046,6748
163046,3906
163046,2842
163107,44
163107,44
163204,59200
163204,39062
163204,20138
163259,7025
163259,922
163259,6103
163268,14756
163268,11382
163268,3374
163286,43316
163286,31252
163286,12064
163295,2639
163295,2400
163295,239
163338,5090
163338,4372
163338,718
163347,1840
163347,1840
163408,256
163408,256
163426,37390
163426,37390
163453,8761
163453,7364
163453,1397
163462,2376
163462,1754
163462,622
163532,710
163532,433
163532,277
163541,733
163541,733
163578,3815
163578,1512
163578,2303
163657,21141
163657,21141
163736,1418
163736,1418
163754,141
163754,141
163815,130
163815,130
163842,277
163842,6
163842,271
163851,9383
163851,8487
163851,896
163912,2113
163912,2076
163912,37
163921,2022
163921,1934
163921,88
163976,589
163976,476
163976,113
164058,1090
164058,1090
164076,25648
164076,19934
164076,5714
164085,617
164085,617
164100,137
164100,137
164155,5885
164155,5885
164173,4519
164173,4016
164173,503
164207,678
164207,358
164207,320
164216,1549
164216,1477
164216,72
164243,250
164243,250
164270,4784
164270,2015
164270,2769
164313,5539
164313,5539
164438,1212
164438,1062
164438,150
164447,4309
164447,1910
164447,2399
164465,1905
164465,1905
164474,366
164474,366
164492,1767
164492,1194
164492,573
164535,42
164535,42
164562,3078
164562,2452
164562,626
164580,3959
164580,2000
164580,1959
164599,102
164599,102
164614,141
164614,141
164632,2561
164632,1693
164632,868
164641,1481
164641,1481
164678,436
164678,436
164720,2081
164720,2081
164739,6092
164739,4367
164739,1725
164748,4670
164748,4670
164775,3497
164775,3497
164845,452
164845,452
164872,1721
164872,1166
164872,555
164915,180
164915,180
164924,16674
164924,10407
164924,6267
164933,713
164933,516
164933,197
164988,40968
164988,23544
164988,17424
165015,6271
165015,3608
165015,2663
165024,13561
165024,10592
165024,2969
165033,12123
165033,12123
165060,351
165060,351
165112,17853
165112,17853
165167,6008
165167,1752
165167,4256
165194,6530
165194,6530
165255,343
165255,343
165264,826
165264,826
165334,3869
165334,2498
165334,1371
165495,18
165495,18
165529,3458
165529,3053
165529,405
165556,1221
165556,1221
165574,1643
165574,1643
165608,86
165608,86
165635,338
165635,338
165644,1257
165644,1022
165644,235
165662,4804
165662,3857
165662,947
165671,2920
165671,2519
165671,401
165699,8003
165699,2662
165699,5341
165705,104
165705,104
165750,175
165750,175
165802,2716
165802,2716
165820,11784
165820,4965
165820,6819
165866,10410
165866,4978
165866,5432
165884,773
165884,773
165936,2095
165936,1604
165936,491
165945,2417
165945,2417
165981,3309
165981,3309
166009,161
166009,161
166018,1600
166018,1600
166027,34342
166027,14148
166027,20194
166045,301
166045,12
166045,289
166054,243
166054,84
166054,159
166063,75
166063,75
166124,2991
166124,2991
166133,9741
166133,9741
166276,567
166276,567
166294,109
166294,109
166319,103
166319,103
166328,66
166328,66
166391,1943
166391,1677
166391,266
166407,358
166407,358
166452,8566
166452,2329
166452,6237
166489,262
166489,51
166489,211
166498,137
166498,137
166513,18354
166513,13854
166513,4500
166586,77
166586,77
166595,125
166595,125
166601,284
166601,284
166629,31417
166629,24274
166629,7143
166638,20210
166638,15023
166638,5187
166647,8207
166647,8207
166656,5025
166656,1812
166656,3213
166674,3292
166674,3038
166674,254
166683,11271
166683,4386
166683,6885
166692,1417
166692,1319
166692,98
166708,1185
166708,1185
166717,554
166717,554
166805,158
166805,158
166823,11685
166823,11685
166850,2657
166850,2476
166850,181
166869,1907
166869,643
166869,1264
166887,13267
166887,13267
166911,368
166911,368
166939,2554
166939,2460
166939,94
166948,1555
166948,1534
166948,21
166957,6923
166957,6923
166975,422
166975,422
166984,790
166984,640
166984,150
167020,1005
167020,1005
167039,34
167039,34
167057,810
167057,414
167057,396
167093,482
167093,482
167181,203
167181,203
167215,1140
167215,1140
167224,121
167224,121
167251,1129
167251,1129
167260,1879
167260,1477
167260,402
167288,2574
167288,2028
167288,546
167297,165
167297,165
167312,11184
167312,11184
167321,2041
167321,2041
167358,36462
167358,22693
167358,13769
167376,9978
167376,9978
167394,1727
167394,1244
167394,483
167455,505
167455,455
167455,50
167464,66
167464,66
167525,7594
167525,7594
167534,11864
167534,11864
167543,936
167543,936
167598,2274
167598,1430
167598,844
167631,3861
167631,3861
167677,187
167677,37
167677,150
167729,14149
167729,9606
167729,4543
167738,1502
167738,1502
167783,5721
167783,2077
167783,3644
167792,408
167792,408
167835,3269
167835,2702
167835,567
167871,125
167871,125
167899,3425
167899,2165
167899,1260
167905,9235
167905,9235
167987,10663
167987,8595
167987,2068
167996,2590
167996,2590
168005,10433
168005,6399
168005,4034
168032,86
168032,86
168148,11451
168148,5627
168148,5824
168218,2636
168218,2636
168227,4003
168227,3877
168227,126
168254,4138
168254,2853
168254,1285
168263,6881
168263,5804
168263,1077
168281,1655
168281,1655
168290,1533
168290,1017
168290,516
168342,2252
168342,2199
168342,53
168421,5724
168421,3714
168421,2010
168430,9251
168430,6420
168430,2831
168519,28
168519,28
168528,1729
168528,1729
168546,1629
168546,1629
168555,97
168555,97
168573,941
168573,941
168591,1445
168591,1445
168607,2678
168607,2678
168740,4573
168740,2303
168740,2270
168786,2502
168786,2141
168786,361
168838,4569
168838,4553
168838,16
168847,10211
168847,10173
168847,38
168883,3215
168883,3215
168892,99
168892,99
169080,4336
169080,4140
169080,196
169099,310
169099,310
169187,451
169187,451
169220,143
169220,143
169248,33352
169248,23534
169248,9818
169275,17133
169275,17133
169284,869
169284,869
169327,962
169327,818
169327,144
169363,905
169363,508
169363,397
169424,163
169424,163
169442,1414
169442,1370
169442,44
169479,16031
169479,13186
169479,2845
169503,394
169503,394
169521,16944
169521,16944
169576,180
169576,180
169628,941
169628,941
169655,1539
169655,1539
169716,6311
169716,3552
169716,2759
169734,522
169734,522
169761,591
169761,591
169798,28511
169798,21609
169798,6902
169910,16908
169910,15343
169910,1565
169947,79
169947,79
169974,2026
169974,2026
169983,2638
169983,2080
169983,558
169992,1568
169992,1568
170000,299
170000,299
170037,3581
170037,2645
170037,936
170046,1343
170046,1343
170055,25605
170055,25605
170082,28824
170082,23229
170082,5595
170091,267
170091,267
170240,26724
170240,26724
170301,3464
170301,3464
170417,1543
170417,1543
170444,10637
170444,10637
170514,145
170514,145
170532,1380
170532,1380
170541,17572
170541,17572
170550,13152
170550,13152
170587,2741
170587,2741
170611,292
170611,292
170620,6927
170620,6927
170639,3099
170639,2994
170639,105
170657,31462
170657,31462
170675,5111
170675,3405
170675,1706
170736,110
170736,110
170790,35631
170790,35631
170806,6383
170806,4082
170806,2301
170842,3407
170842,1126
170842,2281
170967,1270
170967,1246
170967,24
170976,44453
170976,28294
170976,16159
171012,328
171012,328
171100,52567
171100,39282
171100,13285
171128,7605
171128,6068
171128,1537
171137,10546
171137,8419
171137,2127
171146,9827
171146,8141
171146,1686
171155,7585
171155,7585
171225,6464
171225,6464
171234,2980
171234,2980
171261,191
171261,191
171298,7481
171298,7451
171298,30
171304,7344
171304,7344
171313,1668
171313,1668
171322,2011
171322,2011
171395,4454
171395,4454
171456,11185
171456,9969
171456,1216
171465,71
171465,71
171483,6645
171483,6645
171492,4279
171492,3829
171492,450
171535,46181
171535,46181
171571,23557
171571,18903
171571,4654
171599,1314
171599,1241
171599,73
171775,110
171775,110
171881,354
171881,350
171881,4
171988,298
171988,298
171997,296
171997,296
172015,434
172015,434
172033,578
172033,364
172033,214
172051,13001
172051,10776
172051,2225
172200,21129
172200,21129
172264,3207
172264,2772
172264,435
172291,6944
172291,6944
172307,4402
172307,4402
172325,1448
172325,1448
172334,6332
172334,3692
172334,2640
172422,536
172422,536
172440,736
172440,736
172477,5046
172477,5046
172495,239
172495,239
172608,4585
172608,1471
172608,3114
172617,22632
172617,22632
172635,34698
172635,34698
172644,36749
172644,23991
172644,12758
172671,2115
172671,2115
172699,28517
172699,21788
172699,6729
172705,259
172705,259
172802,65
172802,65
172866,327
172866,327
172918,4201
172918,4201
172927,179
172927,179
172954,3531
172954,3531
172963,12538
172963,12538
172972,80
172972,80
173045,4935
173045,3690
173045,1245
173063,5190
173063,5190
173115,2360
173115,2360
173124,6870
173124,6083
173124,787
173142,639
173142,639
173160,5178
173160,3978
173160,1200
173179,817
173179,817
173203,6242
173203,6242
173258,2048
173258,2048
173300,2926
173300,2879
173300,47
173328,3644
173328,2184
173328,1460
173416,5915
173416,5915
173452,1239
173452,1166
173452,73
173461,8606
173461,8606
173470,78
173470,78
173489,558
173489,558
173559,9208
173559,9208
173629,2281
173629,2189
173629,92
173638,5343
173638,5343
173647,2507
173647,2507
173665,8902
173665,2266
173665,6636
173683,165
173683,165
173708,9751
173708,9751
173726,60
173726,60
173735,2210
173735,2210
173744,611
173744,611
173799,9875
173799,9875
173805,1615
173805,1615
173887,2657
173887,2657
173896,915
173896,915
173902,2161
173902,2161
173911,6148
173911,6148
173920,17968
173920,15117
173920,2851
173939,233
173939,233
173957,282
173957,282
173966,361
173966,159
173966,202
173984,3453
173984,2444
173984,1009
173993,2334
173993,2334
174020,10930
174020,9703
174020,1227
174066,64349
174066,43476
174066,20873
174075,2955
174075,2955
174118,413
174118,413
174127,782
174127,720
174127,62
174136,14573
174136,14573
174154,588
174154,588
174190,340
174190,340
174206,178
174206,178
174233,12722
174233,11442
174233,1280
174251,1972
174251,1972
174279,2655
174279,2501
174279,154
174321,186
174321,186
174358,8917
174358,8082
174358,835
174376,10717
174376,10717
174385,824
174385,824
174394,1365
174394,1365
174428,15180
174428,15180
174437,1471
174437,1471
174473,5485
174473,5485
174482,78
174482,78
174491,3661
174491,3521
174491,140
174507,1150
174507,310
174507,840
174525,147
174525,147
174534,242
174534,242
174570,1415
174570,1415
174604,460
174604,460
174738,8282
174738,8282
174747,2166
174747,2166
174756,6300
174756,6300
174765,163
174765,163
174783,22025
174783,19247
174783,2778
174792,2145
174792,1986
174792,159
174817,8656
174817,2455
174817,6201
174844,3233
174844,3233
174862,1319
174862,1074
174862,245
174899,4710
174899,3208
174899,1502
174914,12164
174914,6659
174914,5505
174932,222
174932,222
174978,325
174978,325
175005,6124
175005,4442
175005,1682
175014,10938
175014,10938
175041,9558
175041,9558
175078,7732
175078,7110
175078,622
175120,534
175120,534
175139,180
175139,180
175157,961
175157,961
175227,1978
175227,1978
175236,5909
175236,5909
175263,3327
175263,3327
175272,9691
175272,8909
175272,782
175281,1104
175281,1104
175315,15219
175315,15219
175342,4385
175342,3511
175342,874
175421,4340
175421,3223
175421,1117
175430,662
175430,635
175430,27
175494,198
175494,198
175519,3539
175519,3539
175528,1177
175528,1177
175573,5290
175573,5290
175591,100
175591,100
175607,101
175607,101
175616,5270
175616,3438
175616,1832
175643,3622
175643,3622
175652,9116
175652,9116
175698,38
175698,38
175722,49
175722,49
175786,18180
175786,18180
175810,10033
175810,10033
175829,11112
175829,11112
175856,9565
175856,6856
175856,2709
175883,6956
175883,6956
175935,5300
175935,5300
175980,1176
175980,1024
175980,152
176008,4926
176008,4926
176017,19911
176017,16405
176017,3506
176026,2890
176026,796
176026,2094
176035,3199
176035,2928
176035,271
176044,3102
176044,2631
176044,471
176053,5789
176053,3510
176053,2279
176062,128
176062,128
176071,14193
176071,14193
176080,22335
176080,17131
176080,5204
176169,4419
176169,4419
176178,11781
176178,11781
176239,8184
176239,8184
176318,1185
176318,1185
176336,132
176336,132
176354,2767
176354,2767
176372,19040
176372,15176
176372,3864
176390,268
176390,268
176406,1012
176406,1012
176451,162
176451,162
176479,5704
176479,3482
176479,2222
176549,546
176549,546
176600,222
176600,222
176619,561
176619,561
176628,2262
176628,1387
176628,875
176637,1803
176637,1803
176664,601
176664,512
176664,89
176716,196
176716,196
176734,27
176734,27
176770,911
176770,876
176770,35
176789,402
176789,337
176789,65
176798,201
176798,201
176910,378
176910,378
176938,755
176938,755
176947,1292
176947,1292
176965,14322
176965,11240
176965,3082
176983,100
176983,100
176992,27
176992,27
177038,700
177038,161
177038,539
177056,98
177056,98
177065,30588
177065,29320
177065,1268
177083,123
177083,117
177083,6
177092,561
177092,561
177117,313
177117,313
177126,876
177126,876
177135,6098
177135,6098
177144,902
177144,902
177162,2273
177162,2273
177214,7817
177214,7099
177214,718
177250,6206
177250,6206
177278,210
177278,210
177287,368
177287,368
177302,2179
177302,2179
177339,2230
177339,1866
177339,364
177418,3197
177418,1946
177418,1251
177427,315
177427,315
177436,38
177436,38
177472,19054
177472,19054
177542,1419
177542,1392
177542,27
177551,2010
177551,2010
177579,556
177579,556
177588,108
177588,108
177603,143
177603,143
177676,8114
177676,8114
177685,77
177685,77
177719,970
177719,794
177719,176
177746,880
177746,880
177807,46
177807,46
177816,125
177816,47
177816,78
177834,4244
177834,4244
177870,16
177870,16
177931,49
177931,49
177940,4152
177940,3910
177940,242
177968,17309
177968,9269
177968,8040
177977,1326
177977,1326
177986,1242
177986,81
177986,1161
177995,10374
177995,10374
178004,212
178004,212
178022,8747
178022,8747
178059,4444
178059,3520
178059,924
178077,245
178077,245
178110,271
178110,271
178183,434
178183,434
178208,1369
178208,409
178208,960
178217,6053
178217,6053
178226,1297
178226,1297
178244,5914
178244,4008
178244,1906
178262,234
178262,234
178305,2103
178305,2103
178314,28
178314,28
178341,6980
178341,6861
178341,119
178350,155
178350,155
178369,1941
178369,1941
178387,7503
178387,7267
178387,236
178396,35788
178396,26625
178396,9163
178402,20512
178402,13879
178402,6633
178411,8086
178411,5795
178411,2291
178420,21177
178420,16446
178420,4731
178448,7803
178448,7803
178466,152
178466,152
178484,490
178484,490
178518,367
178518,367
178527,95
178527,95
178563,108
178563,108
178606,21
178606,21
178615,6801
178615,5898
178615,903
178624,8322
178624,6792
178624,1530
178679,726
178679,726
178697,1544
178697,1544
178721,22678
178721,21449
178721,1229
178767,267
178767,267
178785,8532
178785,8532
178828,79
178828,79
178891,2671
178891,2671
178989,692
178989,508
178989,184
179043,3425
179043,2287
179043,1138
179052,213
179052,213
179070,837
179070,837
179159,20461
179159,14472
179159,5989
179195,61
179195,61
179201,2237
179201,2237
179229,83
179229,83
179238,58
179238,58
179256,384
179256,384
179265,1262
179265,706
179265,556
179308,45588
179308,45588
179317,276
179317,276
179326,4499
179326,3293
179326,1206
179344,2822
179344,2822
179399,29
179399,29
179450,127
179450,127
179511,499
179511,499
179539,6800
179539,6800
179548,1306
179548,974
179548,332
179557,13426
179557,11583
179557,1843
179566,23399
179566,19094
179566,4305
179645,5274
179645,5274
179715,2399
179715,2399
179724,41
179724,41
179742,57
179742,57
179812,1085
179812,1085
179867,15185
179867,7954
179867,7231
179894,26006
179894,4472
179894,21534
179919,1228
179919,1228
179946,1171
179946,1171
179955,1181
179955,1181
179964,3470
179964,1378
179964,2092
179991,49
179991,49
180054,732
180054,732
180063,68
180063,68
180081,776
180081,776
180090,113
180090,113
180106,1525
180106,1525
180151,1304
180151,1304
180160,555
180160,555
180179,6651
180179,5777
180179,874
180197,4077
180197,4077
180203,231
180203,231
180212,787
180212,787
180249,2737
180249,2737
180258,1263
180258,1167
180258,96
180276,2004
180276,2004
180328,869
180328,869
180373,732
180373,732
180391,60
180391,60
180416,2752
180416,2557
180416,195
180461,15427
180461,12764
180461,2663
180489,18472
180489,15589
180489,2883
180522,1658
180522,1528
180522,130
180595,1086
180595,996
180595,90
180647,1566
180647,1566
180692,1901
180692,1901
180771,79
180771,79
180814,15251
180814,10788
180814,4463
180832,1312
180832,924
180832,388
180878,633
180878,553
180878,80
180902,13419
180902,13419
180948,3771
180948,2829
180948,942
180957,225
180957,225
180984,2367
180984,1474
180984,893
181002,8826
181002,4723
181002,4103
181020,1084
181020,1084
181093,579
181093,463
181093,116
181127,1434
181127,1192
181127,242
181136,61
181136,61
181145,22
181145,22
181190,609
181190,609
181215,8245
181215,5708
181215,2537
181242,877
181242,863
181242,14
181297,934
181297,814
181297,120
181303,32650
181303,32650
181312,5390
181312,5390
181330,1151
181330,1126
181330,25
181376,156
181376,156
181394,17617
181394,13916
181394,3701
181400,1366
181400,1341
181400,25
181419,261
181419,261
181428,3748
181428,1083
181428,2665
181446,3737
181446,3329
181446,408
181464,27443
181464,20681
181464,6762
181491,7717
181491,7717
181534,3392
181534,2879
181534,513
181543,59
181543,59
181604,1227
181604,935
181604,292
181640,19401
181640,19401
181738,1076
181738,1003
181738,73
181756,1004
181756,1004
181765,397
181765,397
181783,4377
181783,3277
181783,1100
181792,16
181792,16
181817,8758
181817,8758
181853,507
181853,507
181880,270
181880,270
181941,1066
181941,1066
182005,61662
182005,61662
182111,1780
182111,1780
182148,1930
182148,1930
182209,592
182209,592
182281,36235
182281,27657
182281,8578
182290,21029
182290,16325
182290,4704
182306,5195
182306,5195
182397,393
182397,393
182430,442
182430,374
182430,68
182458,1275
182458,518
182458,757
182500,18405
182500,18405
182564,7851
182564,7851
182634,1247
182634,1247
182652,119
182652,119
182661,847
182661,770
182661,77
182670,6580
182670,4684
182670,1896
182704,183
182704,183
182722,187
182722,187
182795,2866
182795,2078
182795,788
182829,495
182829,495
182865,5185
182865,5185
182883,28
182883,28
182892,87
182892,87
182908,369
182908,369
182917,56
182917,56
182953,220
182953,220
182980,2532
182980,1068
182980,1464
182999,95
182999,95
183026,13324
183026,8329
183026,4995
183035,64
183035,64
183044,16798
183044,13570
183044,3228
183062,5942
183062,5663
183062,279
183071,2233
183071,1549
183071,684
183080,7538
183080,4830
183080,2708
183099,6152
183099,6152
183105,1544
183105,1544
183114,1885
183114,1885
183123,2395
183123,2395
183132,4588
183132,4588
183141,3410
183141,3410
183150,2909
183150,2909
183202,53
183202,53
183211,3027
183211,1786
183211,1241
183239,2015
183239,2015
183248,177
183248,177
183257,2802
183257,2437
183257,365
183275,78
183275,78
183345,169
183345,169
183488,783
183488,783
183600,52
183600,52
183655,11219
183655,11219
183725,904
183725,904
183743,23777
183743,23777
183789,4938
183789,4938
183804,7031
183804,3063
183804,3968
183822,2542
183822,2527
183822,15
183859,22446
183859,22446
183877,17479
183877,17479
183910,2692
183910,1858
183910,834
183938,23052
183938,23052
183974,3387
183974,2337
183974,1050
183983,164
183983,164
184047,572
184047,572
184056,1745
184056,1745
184092,1001
184092,1001
184135,2295
184135,2295
184144,223
184144,223
184153,63
184153,56
184153,7
184180,13936
184180,13936
184205,5486
184205,5486
184269,3068
184269,3068
184278,235
184278,235
184320,2393
184320,2393
184348,3102
184348,2058
184348,1044
184357,74
184357,74
184427,446
184427,446
184481,17414
184481,17414
184506,224
184506,224
184603,10746
184603,7402
184603,3344
184612,2580
184612,2121
184612,459
184694,3614
184694,2606
184694,1008
184746,261
184746,261
184773,3280
184773,2166
184773,1114
184782,13176
184782,11266
184782,1910
184791,10152
184791,10152
184816,363
184816,363
184870,650
184870,650
184959,2003
184959,2003
184968,132
184968,132
184995,12608
184995,12608
185129,10605
185129,7817
185129,2788
185174,78
185174,78
185262,18956
185262,14982
185262,3974
185332,587
185332,587
185396,2524
185396,2524
185466,363
185466,363
185509,13803
185509,13803
185536,19505
185536,19505
185572,7407
185572,5086
185572,2321
185590,21834
185590,16654
185590,5180
185624,55
185624,55
185651,164
185651,164
185679,582
185679,582
185721,738
185721,738
185730,138
185730,138
185758,234
185758,234
185767,360
185767,360
185828,10622
185828,7041
185828,3581
185873,16387
185873,16387
185916,316
185916,316
185970,308
185970,308
186016,506
186016,506
186034,13446
186034,13446
186052,1230
186052,1230
186122,551
186122,551
186131,8004
186131,5216
186131,2788
186186,284
186186,284
186201,7016
186201,6694
186201,322
186274,307
186274,307
186283,6747
186283,5292
186283,1455
186335,152
186335,152
186371,7276
186371,5451
186371,1825
186380,43885
186380,34171
186380,9714
186399,14275
186399,9354
186399,4921
186405,14
186405,14
186423,87
186423,87
186432,3743
186432,2875
186432,868
186469,1970
186469,1970
186584,11114
186584,5819
186584,5295
186593,266
186593,266
186618,2279
186618,1324
186618,955
186645,12227
186645,12227
186867,7208
186867,2483
186867,4725
186876,9102
186876,8038
186876,1064
186900,64
186900,64
187000,233
187000,233
187046,20251
187046,19140
187046,1111
187134,8486
187134,6958
187134,1528
187161,2249
187161,2249
187198,17486
187198,17486
187222,7887
187222,1585
187222,6302
187444,13616
187444,11560
187444,2056
187505,2301
187505,2301
187532,43062
187532,43062
187596,1143
187596,1143
187602,194
187602,194
187620,13358
187620,13358
187639,6854
187639,6854
187648,6868
187648,5399
187648,1469
187666,6761
187666,6761
187745,391
187745,391
187897,4814
187897,2726
187897,2088
187903,5368
187903,5368
187912,519
187912,519
187958,3999
187958,3999
187967,2291
187967,1580
187967,711
187976,1442
187976,1442
187985,33304
187985,23919
187985,9385
187994,6107
187994,6107
188003,3169
188003,3169
188021,2869
188021,2869
188030,21692
188030,17036
188030,4656
188049,3474
188049,3474
188058,3259
188058,3192
188058,67
188100,11826
188100,11826
188137,7555
188137,7555
188146,562
188146,556
188146,6
188182,667
188182,342
188182,325
188207,141
188207,141
188216,995
188216,995
188225,2272
188225,2272
188261,1685
188261,1685
188304,4611
188304,3735
188304,876
188340,1923
188340,1896
188340,27
188429,10175
188429,5549
188429,4626
188438,5285
188438,5285
188465,835
188465,835
188517,1335
188517,1335
188526,1609
188526,1134
188526,475
188535,747
188535,747
188580,834
188580,834
188641,2543
188641,1957
188641,586
188650,1150
188650,1150
188669,96
188669,96
188678,250
188678,250
188687,540
188687,540
188696,148
188696,148
188854,1460
188854,1460
188890,3064
188890,3064
188915,70
188915,70
188942,110
188942,110
188988,629
188988,629
189015,1428
189015,1428
189088,3065
189088,2735
189088,330
189097,2519
189097,2519
189219,227
189219,227
189228,7399
189228,7399
189264,72
189264,72
189273,44
189273,37
189273,7
189282,264
189282,264
189404,132
189404,132
189413,1547
189413,1426
189413,121
189422,1369
189422,1369
189459,2806
189459,2806
189468,300
189468,300
189477,380
189477,380
189501,1529
189501,1529
189547,10107
189547,10107
189556,921
189556,921
189565,1042
189565,1042
189574,1295
189574,1295
189583,1617
189583,1617
189592,685
189592,685
189653,141
189653,141
189705,6047
189705,3663
189705,2384
189714,359
189714,359
189811,415
189811,415
189839,7755
189839,7755
189848,1357
189848,1357
189857,695
189857,631
189857,64
189954,85
189954,85
189981,99
189981,99
190008,97
190008,97
190044,3456
190044,2918
190044,538
190053,2935
190053,2935
190071,263
190071,263
190080,106
190080,106
190099,3038
190099,3018
190099,20
190114,1753
190114,1124
190114,629
190150,27257
190150,8327
190150,18930
190169,2680
190169,2680
190239,448
190239,448
190248,975
190248,975
190293,176
190293,176
190309,75
190309,75
190318,587
190318,587
190372,1020
190372,929
190372,91
190415,21437
190415,14237
190415,7200
190424,1463
190424,1463
190442,6740
190442,6740
190451,339
190451,339
190503,4521
190503,4521
190512,21980
190512,16965
190512,5015
190521,30682
190521,30682
190530,14447
190530,14447
190549,21565
190549,16264
190549,5301
190558,17031
190558,15726
190558,1305
190567,19040
190567,14913
190567,4127
190576,7728
190576,1705
190576,6023
190585,8994
190585,8994
190594,28392
190594,19974
190594,8418
190600,18040
190600,15602
190600,2438
190619,25698
190619,25698
190628,23180
190628,23180
190637,16084
190637,12967
190637,3117
190646,9079
190646,9079
190655,19937
190655,19937
190664,25743
190664,19977
190664,5766
190673,20479
190673,20479
190682,460
190682,460
190691,9999
190691,9951
190691,48
190707,26
190707,26
190716,3735
190716,2429
190716,1306
190725,3479
190725,2395
190725,1084
190734,19
190734,11
190734,8
190761,2207
190761,1773
190761,434
190770,6256
190770,3643
190770,2613
190840,13290
190840,13290
190956,143
190956,143
190974,1022
190974,1022
190983,2000
190983,1622
190983,378
191083,21660
191083,21660
191126,13578
191126,13320
191126,258
191199,9492
191199,9492
191205,1325
191205,1201
191205,124
191241,17437
191241,9157
191241,8280
191287,1419
191287,1419
191302,3512
191302,3512
191311,248
191311,248
191320,168
191320,168
191339,9406
191339,9406
191384,340
191384,340
191393,876
191393,876
191515,1998
191515,1998
191533,1600
191533,1600
191597,743
191597,743
191612,5542
191612,5542
191621,1151
191621,1151
191630,2179
191630,2171
191630,8
191649,13128
191649,8182
191649,4946
191676,1398
191676,1379
191676,19
191719,19325
191719,19325
191728,1515
191728,1515
191764,182
191764,182
191834,1181
191834,1181
191931,5797
191931,4093
191931,1704
191940,90
191940,90
191959,165
191959,165
191968,7420
191968,6723
191968,697
191986,7312
191986,7312
192004,500
192004,500
192022,5606
192022,5606
192040,533
192040,183
192040,350
192110,1013
192110,672
192110,341
192156,988
192156,988
192165,117
192165,117
192192,2220
192192,1922
192192,298
192244,27
192244,25
192244,2
192271,1702
192271,1625
192271,77
192323,4292
192323,3320
192323,972
192439,9771
192439,5720
192439,4051
192448,12946
192448,8963
192448,3983
192475,253
192475,253
192484,205
192484,205
192509,1839
192509,1839
192536,36
192536,36
192554,621
192554,621
192563,609
192563,35
192563,574
192624,155
192624,155
192688,1393
192688,1393
192703,3538
192703,3086
192703,452
192712,940
192712,409
192712,531
192749,3417
192749,1781
192749,1636
192785,1089
192785,1089
192800,42
192800,42
192819,7278
192819,6083
192819,1195
192828,102
192828,102
192864,2328
192864,2328
192925,3227
192925,2044
192925,1183
192961,129
192961,129
192970,15
192970,15
193016,13740
193016,8083
193016,5657
193052,233
193052,132
193052,101
193061,43
193061,38
193061,5
193070,86
193070,60
193070,26
193122,156
193122,156
193186,210
193186,210
193201,1452
193201,1452
193247,320
193247,249
193247,71
193265,120
193265,120
193283,9625
193283,9625
193292,7052
193292,5769
193292,1283
193308,7007
193308,6704
193308,303
193317,2942
193317,2654
193317,288
193326,34824
193326,34824
193353,3144
193353,2562
193353,582
193380,150
193380,150
193399,2268
193399,1676
193399,592
193405,1094
193405,1094
193478,34249
193478,34249
193584,3717
193584,2333
193584,1384
193609,97
193609,97
193645,6196
193645,4895
193645,1301
193654,12745
193654,8639
193654,4106
193672,131
193672,131
193751,886
193751,886
193760,1532
193760,1532
193788,1290
193788,1290
193821,2044
193821,2044
193830,1574
193830,1574
193858,461
193858,461
193894,466
193894,466
193900,50444
193900,25914
193900,24530
193946,9001
193946,9001
193973,4846
193973,3540
193973,1306
193991,90
193991,90
194028,2807
194028,2807
194073,383
194073,383
194091,11729
194091,7626
194091,4103
194116,918
194116,814
194116,104
194161,3984
194161,2514
194161,1470
194189,120
194189,120
194204,102
194204,102
194222,20141
194222,20141
194240,9612
194240,9612
194259,47
194259,47
194310,15402
194310,9956
194310,5446
194392,1089
194392,1089
194435,209
194435,209
194453,189
194453,189
194499,1387
194499,1387
194541,4853
194541,1854
194541,2999
194569,378
194569,378
194578,5163
194578,3174
194578,1989
194611,1721
194611,1721
194657,272
194657,154
194657,118
194666,325
194666,278
194666,47
194675,49
194675,37
194675,12
194693,43
194693,43
194718,55
194718,52
194718,3
194736,121
194736,121
194763,496
194763,234
194763,262
194824,6744
194824,5452
194824,1292
194879,413
194879,413
194958,2077
194958,1452
194958,625
194967,2037
194967,2037
195003,18865
195003,15544
195003,3321
195030,10834
195030,6130
195030,4704
195049,193
195049,193
195058,11076
195058,11076
195067,1505
195067,1505
195128,3558
195128,1864
195128,1694
195155,146
195155,146
195164,2760
195164,2100
195164,660
195173,2928
195173,2881
195173,47
195191,282
195191,282
195216,2615
195216,2452
195216,163
195234,6286
195234,3394
195234,2892
195243,2841
195243,2476
195243,365
195289,177
195289,177
195304,1792
195304,1383
195304,409
195322,8640
195322,8640
195429,157
195429,157
195438,224
195438,206
195438,18
195474,3629
195474,3588
195474,41
195492,34
195492,34
195526,3001
195526,2945
195526,56
195544,6706
195544,5760
195544,946
195571,139
195571,139
195580,65
195580,65
195623,44
195623,44
195669,42
195669,42
195687,248
195687,248
195702,30
195702,30
195720,4328
195720,3027
195720,1301
195784,481
195784,481
